decimalLatitude,decimalLongitude,eventDate,species,vernacularName,recordID,dataResourceName
-17.458333,145.475,1992-04-01T14:00:00Z,Calophyllum costatum,Red Touriga,7f42969d-2846-49ea-a772-5985a72f5f32,BRI AVH Data and Images
-17.458333,145.475,1958-11-19T14:00:00Z,Calophyllum costatum,Red Touriga,1bbd2290-1fef-4f70-a674-49db18022162,BRI AVH Data and Images
-17.456801,145.476111,1979-03-07T14:00:00Z,Calophyllum costatum,Red Touriga,be41aa5c-1054-4579-a0ee-18f7326f3a38,BRI AVH Data and Images
-17.456801,145.492777,1981-11-24T14:00:00Z,Cryptocarya oblata,Bolly Silkwood,3bf4eb47-46a4-417e-a9fe-72a7035342f0,BRI AVH Data and Images
-17.456798,145.709437,1971-06-15T14:00:00Z,Beilschmiedia oligandra,Dogwood,010b3613-0bc1-4df5-b980-6b3d4d201ea6,BRI AVH Data and Images
-17.456798,145.709437,1971-06-15T14:00:00Z,Cryptocarya oblata,Bolly Silkwood,41f9e9a9-a492-4eac-95be-4cdbe45ae4d6,BRI AVH Data and Images
-17.4561,145.4742,2001-09-28T14:00:00Z,Calophyllum costatum,Red Touriga,a88ad7ed-ba65-4878-a982-a6724dc13fb7,National Herbarium of Victoria (MEL) AVH data
-17.454579,145.475277,2001-09-28T14:00:00Z,Calophyllum costatum,Red Touriga,02ff3b10-150e-44c2-913e-10134d5fa49e,BRI AVH Data and Images
-17.4544,145.4753,2001-09-28T14:00:00Z,Calophyllum costatum,Red Touriga,a6a0e5ba-4dab-4847-9241-3ec3828fa020,NSW AVH feed
-17.453335,146.021229,2002-09-09T14:00:00Z,Monoon michaelii,NA,bad7fd88-f3f3-4182-9a70-ee864aecad40,BRI AVH Data and Images
-17.451111,146.06,2014-09-02T14:00:00Z,Syzygium cormiflorum,Watergum,f77cb888-69ca-4653-a042-a5fa716901c6,Australian Tropical Herbarium (CNS) AVH data
-17.451111,146.06,2014-09-02T14:00:00Z,Syzygium cormiflorum,Watergum,b6a9f37d-8408-473c-88f1-15d8ddc25dd0,Australian Tropical Herbarium (CNS) AVH data
-17.45,145.466667,1982-05-26T14:00:00Z,Calophyllum costatum,Red Touriga,1bda1a83-4e5d-41bd-888c-6b599257a715,Australian Tropical Herbarium (CNS) AVH data
