"species","decimalLatitude","decimalLongitude"
"Pardalotus punctatus",-36.6235,144.2929
"Pardalotus punctatus",-28.402422,153.277726
"Pardalotus punctatus",-38.0833,146.532
"Pardalotus punctatus",-37.5603,145.1948
"Pardalotus punctatus",-35.048057,141.721659
"Pardalotus punctatus",-38.16696,145.21226
"Pardalotus punctatus",-37.5487,145.2052
"Pardalotus punctatus",-36.7232,144.264
"Pardalotus punctatus",-37.2008,148.6706
"Pardalotus punctatus",-27.57341,152.142749
"Pardalotus punctatus",-30.211339,153.141351
"Pardalotus punctatus",-36.8068,144.2763
"Pardalotus punctatus",-33.821186,151.296887
"Pardalotus punctatus",-35.97838,136.90034
"Pardalotus punctatus",-37.9251,146.2656
"Pardalotus punctatus",-34.82386,135.85901
"Pardalotus punctatus",-38.16696,145.21226
"Pardalotus punctatus",-36.0817,147.4179
"Pardalotus punctatus",-35.96158,137.20263
"Pardalotus punctatus",-37.7391,148.9527
"Pardalotus punctatus",-37.524,145.302
"Pardalotus punctatus",-38.89028,145.98241
"Pardalotus punctatus",-37.5016,145.832
"Pardalotus punctatus",-37.924,146.384
"Pardalotus punctatus",-34.981865,138.673577
"Pardalotus punctatus",-37.4106,145.8356
"Pardalotus punctatus",-42.643556,148.07785
"Pardalotus punctatus",-37.8522,148.089
"Pardalotus punctatus",-37.456,145.6902
"Pardalotus punctatus",-37.6568,144.8252
"Pardalotus punctatus",-37.5961,145.2981
"Pardalotus punctatus",-35.6235,142.1263
"Pardalotus punctatus",-37.578749,149.746635
"Pardalotus punctatus",-28.968043,153.406491
"Pardalotus punctatus",-37.5163,146.0626
"Pardalotus punctatus",-37.5516,145.2754
"Pardalotus punctatus",-34.439796,147.442939
"Pardalotus punctatus",-34.679675,150.733006
"Pardalotus punctatus",-30.433514,152.251038
"Pardalotus punctatus",-36.81486,140.0686
"Pardalotus punctatus",-33.748423,151.034486
"Pardalotus punctatus",-37.9048,147.1065
"Pardalotus punctatus",-37.3768,145.8859
"Pardalotus punctatus",-37.2186,148.6225
"Pardalotus punctatus",-37.548488,145.334625
"Pardalotus punctatus",-34.92051,138.95173
"Pardalotus punctatus",-28.552212,153.301631
"Pardalotus punctatus",-35.5401,142.0429
"Pardalotus punctatus",-37.548488,145.334625
"Pardalotus punctatus",-28.22561,152.49858
"Pardalotus punctatus",-35.568659,150.36214
"Pardalotus punctatus",-37.6301,145.3449
"Pardalotus punctatus",-27.540077,152.09275
"Pardalotus punctatus",-27.506743,152.142748
"Pardalotus punctatus",-37.6258,145.2374
"Pardalotus punctatus",-33.55266,151.18483
"Pardalotus punctatus",-37.1736,142.4178
"Pardalotus punctatus",-36.8022,144.3285
"Pardalotus punctatus",-37.73882,145.29006
"Pardalotus punctatus",-36.8022,144.3285
"Pardalotus punctatus",-37.5851,145.2248
"Pardalotus punctatus",-35.59455,137.53133
"Pardalotus punctatus",-37.7534,148.7261
"Pardalotus punctatus",-36.7818,144.3023
"Pardalotus punctatus",-26.965078,152.167742
"Pardalotus punctatus",-37.198488,144.984626
"Pardalotus punctatus",-36.785162,144.299629
"Pardalotus punctatus",-28.410625,153.235888
"Pardalotus punctatus",-28.006739,152.626078
"Pardalotus quadragintus",-42.643556,148.07785
"Pardalotus quadragintus",-43.0962,147.3625
"Pardalotus quadragintus",-43.13055,147.36183
"Pardalotus quadragintus",-43.088242,147.357972
"Pardalotus quadragintus",-42.643556,148.07785
"Pardalotus quadragintus",-42.643556,148.07785
"Pardalotus quadragintus",-42.643556,148.07785
"Pardalotus rubricatus",-13.8639,143.4667
"Pardalotus rubricatus",-21.679177,142.401284
"Pardalotus rubricatus",-20.348576,131.901255
"Pardalotus rubricatus",-24.028568,133.411274
"Pardalotus rubricatus",-23.748563,133.902266
"Pardalotus rubricatus",-23.6819,133.051274
"Pardalotus rubricatus",-22.115229,134.351247
"Pardalotus rubricatus",-23.735619,133.856778
"Pardalotus rubricatus",-13.31833,132.43777
"Pardalotus rubricatus",-12.45665,131.051402
"Pardalotus rubricatus",-23.575727,132.519755
"Pardalotus rubricatus",-13.8417,143.4611
"Pardalotus rubricatus",-24.04426,132.70454
"Pardalotus rubricatus",-13.8639,143.4667
"Pardalotus rubricatus",-13.8639,143.4667
"Pardalotus rubricatus",-24.098552,135.361255
"Pardalotus rubricatus",-12.45665,131.051402
"Pardalotus rubricatus",-16.7825,135.757778
"Pardalotus rubricatus",-23.398552,135.21792
"Pardalotus rubricatus",-20.8333,144.7667
"Pardalotus rubricatus",-23.348553,135.13458
"Pardalotus rubricatus",-23.318555,134.851253
"Pardalotus rubricatus",-13.8417,143.4611
"Pardalotus rubricatus",-20.8333,144.7667
"Pardalotus rubricatus",-23.991553,135.236255
"Pardalotus rubricatus",-19.35,129
"Pardalotus rubricatus",-23.991553,135.236255
"Pardalotus rubricatus",-24.112552,135.352255
"Pardalotus rubricatus",-14.703384,144.162211
"Pardalotus rubricatus",-24.018568,133.401274
"Pardalotus rubricatus",-23.64857,133.067944
"Pardalotus rubricatus",-13.8639,143.4667
"Pardalotus rubricatus",-23.68909,132.67629
"Pardalotus rubricatus",-22.7,141.4167
"Pardalotus rubricatus",-23.748563,133.902266
"Pardalotus rubricatus",-23.498551,135.367919
"Pardalotus rubricatus",-24.108552,135.351255
"Pardalotus rubricatus",-24.036568,133.414274
"Pardalotus rubricatus",-23.64857,133.067944
"Pardalotus rubricatus",-24.133333,143.1
"Pardalotus rubricatus",-23.515242,132.817945
"Pardalotus rubricatus",-23.148554,135.041249
"Pardalotus rubricatus",-24.598558,134.661267
"Pardalotus rubricatus",-23.515242,132.817945
"Pardalotus rubricatus",-23.318555,134.851253
"Pardalotus rubricatus",-23.418556,134.721255
"Pardalotus rubricatus",-14.3166,132.4215
"Pardalotus rubricatus",-24.098552,135.361255
"Pardalotus rubricatus",-12.45665,131.051402
"Pardalotus rubricatus",-14.4902,132.2516
"Pardalotus rubricatus",-23.798569,133.234603
"Pardalotus rubricatus",-23.991553,135.230255
"Pardalotus rubricatus",-24.278557,134.731263
"Pardalotus rubricatus",-23.418556,134.721255
"Pardalotus rubricatus",-28.576622,138.737339
"Pardalotus rubricatus",-24.598558,134.661267
"Pardalotus rubricatus",-24.258557,134.741263
"Pardalotus rubricatus",-23.418556,134.721255
"Pardalotus rubricatus",-24.028568,133.391274
"Pardalotus rubricatus",-24.108552,135.351255
"Pardalotus rubricatus",-23.991553,135.236255
"Pardalotus rubricatus",-24.108552,135.351255
"Pardalotus rubricatus",-24.258557,134.741263
"Pardalotus rubricatus",-23.765238,133.351272
"Pardalotus rubricatus",-13.8639,143.4667
"Pardalotus rubricatus",-23.988553,135.231255
"Pardalotus rubricatus",-24.112552,135.352255
"Pardalotus rubricatus",-12.906654,131.646065
"Pardalotus rubricatus",-23.6819,133.051274
"Pardalotus rubricatus",-24.028568,133.411274
"Pardalotus rubricatus",-23.7866,133.07327
"Pardalotus rubricatus",-23.69857,133.034604
"Pardalotus rubricatus",-28.576622,138.737339
"Pardalotus rubricatus",-23.515242,132.817945
"Pardalotus rubricatus",-13.8639,143.4667
"Pardalotus rubricatus",-23.988553,135.231255
"Pardalotus rubricatus",-13.8639,143.4667
"Pardalotus rubricatus",-23.748563,133.902266
"Pardalotus rubricatus",-24.116,143.183
"Pardalotus rubricatus",-24.031568,133.400274
"Pardalotus rubricatus",-24.107552,135.360255
"Pardalotus rubricatus",-23.578559,134.36126
"Pardalotus rubricatus",-12.411535,132.95778
"Pardalotus rubricatus",-23.798569,133.234603
"Pardalotus rubricatus",-13.31833,132.43777
"Pardalotus rubricatus",-14.18318,132.03231
"Pardalotus rubricatus",-24.344583,131.680293
"Pardalotus rubricatus",-22.91039,139.91647
"Pardalotus rubricatus",-12.411535,132.95778
"Pardalotus rubricatus",-24.258557,134.741263
"Pardalotus rubricatus",-23.69857,133.034604
"Pardalotus rubricatus",-14.3166,132.4215
"Pardalotus rubricatus",-13.8417,143.4611
"Pardalotus rubricatus",-14.4902,132.2516
"Pardalotus rubricatus",-20.8333,144.7667
"Pardalotus rubricatus",-28.15979,145.04425
"Pardalotus rubricatus",-13.8417,143.4611
"Pardalotus rubricatus",-13.8639,143.4667
"Pardalotus rubricatus",-13.8639,143.4667
"Pardalotus rubricatus",-28.160955,145.042862
"Pardalotus rubricatus",-12.712508,131.420292
"Pardalotus rubricatus",-23.318555,134.861253
"Pardalotus rubricatus",-14.18318,132.03231
"Pardalotus rubricatus",-23.515242,132.817945
"Pardalotus rubricatus",-24.301583,131.599294
"Pardalotus rubricatus",-13.8639,143.4667
"Pardalotus rubricatus",-23.748563,133.902266
"Pardalotus rubricatus",-20.8333,144.7667
"Pardalotus rubricatus",-23.415556,134.726255
"Pardalotus rubricatus",-24.112552,135.352255
"Pardalotus rubricatus",-23.318555,134.861253
"Pardalotus rubricatus",-24.107552,135.360255
"Pardalotus rubricatus",-23.748562,134.051265
"Pardalotus rubricatus",-23.415556,134.726255
"Pardalotus rubricatus",-24.018568,133.401274
"Pardalotus rubricatus",-24.020568,133.409274
"Pardalotus rubricatus",-24.036568,133.414274
"Pardalotus rubricatus",-13.8639,143.4667
"Pardalotus rubricatus",-28.160955,145.042862
"Pardalotus rubricatus",-25.5318,144.155333
"Pardalotus rubricatus",-23.148554,135.041249
"Pardalotus rubricatus",-23.988553,135.231255
"Pardalotus rubricatus",-13.8639,143.4667
"Pardalotus rubricatus",-24.020568,133.409274
"Pardalotus rubricatus",-23.415556,134.726255
"Pardalotus striatus",-37.8543,144.5148
"Pardalotus striatus",-35.648032,150.284037
"Pardalotus striatus",-36.20262,140.32105
"Pardalotus striatus",-37.5577,145.3228
"Pardalotus striatus",-14.068582,132.061212
"Pardalotus striatus",-27.623409,152.292747
"Pardalotus striatus",-17.41553,137.80117
"Pardalotus striatus",-34.88174,138.78522
"Pardalotus striatus",-36.2901,144.1096
"Pardalotus striatus",-36.7351,145.0474
"Pardalotus striatus",-37.6568,144.8252
"Pardalotus striatus",-24.37343,150.938564
"Pardalotus striatus",-34.97919,139.68462
"Pardalotus striatus",-13.91858,132.88119
"Pardalotus striatus",-37.94,146.344
"Pardalotus striatus",-12.568592,130.901214
"Pardalotus striatus",-37.0056,143.1104
"Pardalotus striatus",-35.281855,139.551346
"Pardalotus striatus",-36.8116,144.3438
"Pardalotus striatus",-33.45724,135.55265
"Pardalotus striatus",-37.3526,145.9946
"Pardalotus striatus",-36.7884,144.3973
"Pardalotus striatus",-34.604954,139.490662
"Pardalotus striatus",-35.281855,139.551346
"Pardalotus striatus",-36.879285,143.266069
"Pardalotus striatus",-12.398593,130.831214
"Pardalotus striatus",-36.8116,144.3438
"Pardalotus striatus",-34.67539,138.82961
"Pardalotus striatus",-36.8116,144.3438
"Pardalotus striatus",-13.61858,132.60118
"Pardalotus striatus",-35.255956,149.484213
"Pardalotus striatus",-37.8312,143.7597
"Pardalotus striatus",-37.170843,145.154452
"Pardalotus striatus",-36.7232,144.264
"Pardalotus striatus",-36.8116,144.3438
"Pardalotus striatus",-23.748571,132.984605
"Pardalotus striatus",-34.6461,139.56956
"Pardalotus striatus",-23.540698,148.15539
"Pardalotus striatus",-37.6037,145.2085
"Pardalotus striatus",-36.8116,144.3438
"Pardalotus striatus",-35.281855,139.551346
"Pardalotus striatus",-37.6477,144.8209
"Pardalotus striatus",-36.8116,144.3438
"Pardalotus striatus",-38.246665,144.528739
"Pardalotus striatus",-29.3,115.6
"Pardalotus striatus",-36.118,143.1963
"Pardalotus striatus",-37.5851,145.2248
"Pardalotus striatus",-36.7854,144.3851
"Pardalotus striatus",-35.281855,139.551346
"Pardalotus striatus",-13.6667,143.5
"Pardalotus striatus",-36.7901,144.2929
"Pardalotus striatus",-19.6488,134.19
"Pardalotus striatus",-34.67539,138.82961
"Pardalotus striatus",-36.7828,144.3863
"Pardalotus striatus",-36.129,146.874
"Pardalotus striatus",-37.5914,145.1646
"Pardalotus striatus",-34.281829,142.101302
"Pardalotus striatus",-37.5961,145.2981
"Pardalotus striatus",-37.6628,143.9042
"Pardalotus striatus",-37.6201,145.276
"Pardalotus striatus",-26.623406,152.97606
"Pardalotus striatus",-37.6261,145.2566
"Pardalotus striatus",-29.3,115.6
"Pardalotus striatus",-34.93691,138.60792
"Pardalotus striatus",-27.373407,152.592739
"Pardalotus striatus",-37.6753,145.8032
"Pardalotus striatus",-34.5147,139.93643
"Pardalotus striatus",-36.7828,144.3863
"Pardalotus striatus",-35.33514,138.72729
"Pardalotus striatus",-36.7232,144.264
"Pardalotus striatus",-34.92915,138.58348
"Pardalotus striatus",-35.69196,137.10678
"Pardalotus striatus",-34.208238,140.631884
"Pardalotus striatus",-37.0057,143.1014
"Pardalotus striatus",-29.738971,152.92608
"Pardalotus striatus",-36.7854,144.3851
"Pardalotus striatus",-36.81486,140.0686
"Pardalotus striatus",-27.556757,149.867785
"Pardalotus striatus",-37.05037,145.1741
"Pardalotus striatus",-36.221579,146.17125
"Pardalotus striatus",-38.14954,144.38035
"Pardalotus striatus",-36.8116,144.3438
"Pardalotus striatus",-37.456,145.6902
"Pardalotus striatus",-36.7232,144.264
"Pardalotus striatus",-37.7075,145.7856
"Pardalotus striatus",-28.560967,153.405939
"Pardalotus striatus",-34.88174,138.78522
"Pardalotus striatus",-29.3,115.6
"Pardalotus striatus",-37.4229,145.8965
"Pardalotus striatus",-13.59858,132.60118
"Pardalotus striatus",-37.9068,146.3716
"Pardalotus striatus",-37.6485,144.5013
"Pardalotus striatus",-13.52858,132.59118
"Pardalotus striatus",-29.3,115.6
"Pardalotus striatus",-35.67719,137.1771
"Pardalotus striatus",-37.4804,144.741
"Pardalotus striatus",-37.5613,146.3179
"Pardalotus striatus",-36.04434,136.71655
"Pardalotus striatus",-37.3908,145.9297
"Pardalotus striatus",-37.8017,143.7484
"Pardalotus striatus",-26.57348,148.78784
"Pardalotus striatus",-36.9756,146.558
"Pardalotus striatus",-13.91858,132.88119
"Pardalotus striatus",-37.6003,145.1621
"Pardalotus striatus",-30.48333,139.21667
"Pardalotus striatus",-36.60312,145.93739
"Pardalotus striatus",-36.231801,146.234596
"Pardalotus striatus",-35.9503,136.73669
"Pardalotus striatus",-37.5961,145.2981
"Pardalotus striatus",-37.5704,146.1933
"Pardalotus striatus",-35.41576,138.73515
"Pardalotus striatus",-37.5851,145.2248
"Pardalotus striatus",-36.6301,144.2897
"Pardalotus striatus",-24.04426,132.70454
"Pardalotus striatus",-36.456851,141.676328
"Pardalotus striatus",-35.69196,137.10678
"Pardalotus striatus",-37.6301,145.3449
"Pardalotus striatus",-37.8561,144.3886
"Pardalotus striatus",-13.71858,132.63118
"Pardalotus striatus",-34.93517,138.70634
"Pardalotus striatus",-36.5317,141.59729
"Pardalotus striatus",-37.4556,143.3796
"Pardalotus striatus",-27.540076,152.209414
"Pardalotus striatus",-35.99186,137.0098
"Pardalotus striatus",-37.1934,143.4209
"Pardalotus striatus",-36.8116,144.3438
"Pardalotus striatus",-31.91667,148.5833
"Pardalotus striatus",-35.98539,136.86255
"Pardalotus striatus",-37.8765,144.4152
"Pardalotus striatus",-38.2568,144.5263
"Pardalotus striatus",-37.1352,142.518
"Pardalotus striatus",-38.246665,144.528739
"Pardalotus striatus",-36.7232,144.264
"Pardalotus striatus",-37.9004,146.3614
"Pardalotus striatus",-32.25,148.5833
"Pardalotus striatus",-29.3,115.6
"Pardalotus striatus",-37.5777,145.217
"Pardalotus striatus",-35.8742,136.5693
"Pardalotus striatus",-37.03,142.35
"Pardalotus striatus",-36.07336,137.46094
"Pardalotus striatus",-36.7232,144.264
"Pardalotus striatus",-34.92915,138.58348
"Pardalotus striatus",-34.281829,142.101302
"Pardalotus striatus",-35.281855,139.551346
"Pardalotus striatus",-37.5871,145.3029
"Pardalotus striatus",-26.165081,151.976071
"Pardalotus striatus",-36.1151,144.2346
"Pardalotus striatus",-29.3,115.6
"Pardalotus striatus",NA,NA
"Pardalotus striatus",-35.33514,138.72729
"Pardalotus striatus",-14.515251,132.201213
"Pardalotus striatus",-35.281855,139.551346
"Pardalotus striatus",-37.3064,145.8756
"Pardalotus striatus",-26.473333,147.917778
"Pardalotus striatus",-37.636,145.1941
"Pardalotus striatus",-35.23264,139.13077
"Pardalotus striatus",-33.9751,135.6216
"Pardalotus striatus",-29.3,115.6
"Pardalotus striatus",-27.931743,152.142752
"Pardalotus striatus",-35.33514,138.72729
"Pardalotus striatus",-36.7232,144.264
"Pardalotus striatus",-36.8105,147.4738
"Pardalotus striatus",-37.578,146.2509
"Pardalotus striatus",-13.59858,132.60118
"Pardalotus striatus",-37.6131,144.6157
"Pardalotus striatus",-13.72858,132.70118
"Pardalotus striatus",-35.281855,139.551346
"Pardalotus striatus",-34.90135,138.71547
"Pardalotus striatus",-34.041828,142.109628
"Pardalotus striatus",-13.09859,132.13117
"Pardalotus striatus",-34.041828,142.109628
"Pardalotus striatus",-27.03333,153.12888
"Pardalotus striatus",-37.5229,146.2311
"Pardalotus striatus",-37.6174,144.8422
"Pardalotus striatus",-35.281855,139.551346
"Pardalotus striatus",-34.92051,138.95173
"Pardalotus striatus",-36.8912,144.2805
"Pardalotus striatus",-34.181827,142.226298
"Pardalotus striatus",-34.041828,142.109628
"Pardalotus striatus",-13.52858,132.57118
"Pardalotus striatus",-33.0392,138.12229
"Pardalotus striatus",-37.5777,145.217
"Pardalotus striatus",-27.373407,152.609406
"Pardalotus striatus",-12.50556,130.97778
"Pardalotus striatus",-34.9333,138.6333
"Pardalotus striatus",-29.3,115.6
"Pardalotus striatus",-37.6798,144.8052
"Pardalotus striatus",-34.93691,138.60792
"Pardalotus striatus",-36.7854,144.3851
"Pardalotus striatus",-34.92051,138.95173
"Pardalotus striatus",-13.61858,132.60118
"Pardalotus striatus",-42.643556,148.07785
"Pardalotus striatus",-37.5815,145.8024
"Pardalotus striatus",-35.07472,138.70723
"Pardalotus striatus",-37.3626,146.0058
"Pardalotus striatus",-36.2901,144.1096
"Pardalotus striatus",-38.14954,144.38035
"Pardalotus striatus",-13.51858,132.57118
"Pardalotus striatus",-34.208238,140.631884
"Pardalotus striatus",-15.84859,129.11822
"Pardalotus striatus",-36.8116,144.3438
"Pardalotus striatus",-13.91858,132.88119
"Pardalotus striatus",-13.71858,132.63118
"Pardalotus striatus",-34.60778,138.856309
"Pardalotus striatus",-36.8116,144.3438
"Pardalotus striatus",-34.5147,139.93643
"Pardalotus striatus",-34.165163,142.367963
"Pardalotus striatus",-27.32819,153.08474
"Pardalotus striatus",-37.6052,145.2481
"Pardalotus striatus",-13.72858,132.70118
"Pardalotus striatus",-34.281829,142.101302
"Pardalotus striatus",-31.52417,145.852469
"Pardalotus striatus",-36.8116,144.3438
"Pardalotus striatus",-36.8116,144.3438
"Pardalotus striatus",-29.686946,152.919379
"Pardalotus striatus",-34.8383,138.84287
"Pardalotus striatus",-13.72858,132.70118
"Pardalotus striatus",-36.7854,144.3851
"Pardalotus striatus",-26.623407,152.842729
"Pardalotus striatus",-37.8789,144.1695
"Pardalotus striatus",-27.565,152.734444
"Pardalotus striatus",-37.6052,145.2481
"Pardalotus striatus",-38.2568,144.5263
"Pardalotus striatus",-36.60574,140.93028
"Pardalotus striatus",-34.36384,139.48516
"Pardalotus striatus",-34.7231,142.355
"Pardalotus striatus",-34.60778,138.856309
"Pardalotus striatus",-36.3427,146.1938
"Pardalotus striatus",-34.91781,138.5969
"Pardalotus striatus",-37.3736,146.0305
"Pardalotus striatus",-35.9503,136.73669
"Pardalotus striatus",-34.981865,138.673577
"Pardalotus striatus",-37.4771,145.9115
"Pardalotus striatus",-37.6111,145.2162
"Pardalotus striatus",-31.27331,149.263034
"Pardalotus striatus",-34.165163,142.367963
"Pardalotus striatus",-13.51858,132.57118
"Pardalotus striatus",-34.041828,142.109628
"Pardalotus striatus",-37.7318,145.1846
"Pardalotus striatus",-35.73814,137.51818
"Pardalotus striatus",-32.25,148.5833
"Pardalotus striatus",-37.092486,142.385302
"Pardalotus striatus",-17.956117,122.22333
"Pardalotus striatus",-27.093889,153.171944
"Pardalotus striatus",-24.42714,145.45771
"Pardalotus striatus",-31.27135,148.95917
"Pardalotus striatus",-37.6201,145.276
"Pardalotus striatus",-37.9149,144.6561
"Pardalotus striatus",-33.7052,150.24112
"Pardalotus striatus",-37.9272,146.3179
"Pardalotus striatus",-28.073399,153.442731
"Pardalotus striatus",-34.281829,142.101302
"Pardalotus striatus",-26.25381,152.99503
"Pardalotus striatus",-14.515251,132.201213
"Pardalotus striatus",-37.4695,145.154
"Pardalotus striatus",-13.91858,132.88119
"Pardalotus striatus",-13.03157,134.93416
"Pardalotus striatus",-12.546591,131.086213
"Pardalotus striatus",-27.823401,153.326064
"Pardalotus striatus",-27.548405,152.859403
"Pardalotus striatus",-23.659299,148.076878
"Pardalotus striatus",-35.281855,139.551346
"Pardalotus striatus",-12.3998,130.931
"Pardalotus striatus",-13.61858,132.60118
"Pardalotus striatus",-38.2568,144.5263
"Pardalotus striatus",-28.53889,130.23333
"Pardalotus striatus",-29.3,115.6
"Pardalotus striatus",-23.698427,149.001099
"Pardalotus striatus",-27.623403,153.092733
"Pardalotus striatus",-35.281855,139.551346
"Pardalotus striatus",-38.26675,145.06605
"Pardalotus striatus",-13.52858,132.59118
"Pardalotus striatus",-35.99019,137.01043
"Pardalotus striatus",-34.981865,138.673577
"Pardalotus striatus",-34.96876,138.69293
"Pardalotus striatus",-13.51858,132.57118
"Pardalotus striatus",-12.63158,133.43415
"Pardalotus striatus",-28.796389,152.165968
"Pardalotus striatus",-24.46215,148.62098
"Pardalotus striatus",-34.041828,142.109628
"Pardalotus striatus",-35.031867,138.751357
"Pardalotus striatus",-27.306737,153.042731
"Pardalotus striatus",-13.72858,132.70118
"Pardalotus striatus",-34.915201,138.918022
"Pardalotus striatus",-24.076058,148.101488
"Pardalotus striatus",-34.216578,144.009753
"Pardalotus striatus",-34.91391,138.59465
"Pardalotus striatus",-34.915201,138.918022
"Pardalotus striatus",-36.809601,144.345739
"Pardalotus striatus",-33.836428,148.330553
"Pardalotus striatus",-35.88978,145.0726
"Pardalotus striatus",-35.281855,139.551346
"Pardalotus striatus",-35.33514,138.72729
"Pardalotus striatus",-34.998534,138.751356
"Pardalotus striatus",-35.95135,136.70265
"Pardalotus striatus",-34.915201,138.918022
"Pardalotus striatus",-34.998534,138.751356
"Pardalotus striatus",-20.568056,139.473333
"Pardalotus striatus",-37.6236,143.5752
"Pardalotus striatus",-28.260504,153.100834
"Pardalotus striatus",-36.60312,145.93739
"Pardalotus striatus",-34.915201,138.918022
"Pardalotus striatus",-35.24368,139.21182
"Pardalotus striatus",-34.915201,138.918022
"Pardalotus striatus",-35.263953,149.404018
"Pardalotus striatus",-37.6857,145.2677
"Pardalotus striatus",-35.281855,139.551346
"Pardalotus striatus",-27.660905,152.809405
"Pardalotus striatus",-36.60312,145.93739
"Pardalotus striatus",-27.040071,153.159394
"Pardalotus striatus",-37.9127,144.4253
"Pardalotus striatus",-34.915201,138.918022
"Pardalotus striatus",-34.981865,138.673577
"Pardalotus striatus",-13.52858,132.57118
"Pardalotus striatus",-34.041828,142.109628
"Pardalotus striatus",-34.041828,142.109628
"Pardalotus striatus",-34.86732,138.65698
"Pardalotus striatus",-34.915201,138.918022
"Pardalotus striatus",-36.3454,145.9565
"Pardalotus striatus",-34.915201,138.918022
"Pardalotus striatus",-23.65616,147.47669
"Pardalotus striatus",-12.66858,131.78417
"Pardalotus striatus",-25.072189,148.251258
"Pardalotus striatus",-34.281829,142.101302
"Pardalotus striatus",-27.823401,153.342731
"Pardalotus striatus",-38.131667,147.080326
"Pardalotus striatus",-37.5021,146.2245
"Pardalotus striatus",-37.3864,146.0552
"Pardalotus striatus",-12.699591,131.101213
"Pardalotus striatus",-35.95349,136.70239
"Pardalotus striatus",-37.978083,147.723986
"Pardalotus striatus",-32.881748,151.701137
"Pardalotus striatus",-34.144071,146.236997
"Pardalotus striatus",-37.6037,145.2085
"Pardalotus striatus",-37.6201,145.276
"Pardalotus striatus",-35.281855,139.551346
"Pardalotus striatus",-34.281829,142.101302
"Pardalotus striatus",-27.356741,152.559406
"Pardalotus striatus",-32.72995,137.89776
"Pardalotus striatus",-28.968043,153.406491
"Pardalotus striatus",-30.48333,139.21667
"Pardalotus striatus",-35.6219,138.15584
"Pardalotus striatus",-38.0833,146.532
"Pardalotus striatus",-34.281829,142.101302
"Pardalotus striatus",-34.281829,142.101302
"Pardalotus striatus",-27.35674,152.692738
"Pardalotus striatus",-35.25851,149.4429
"Pardalotus striatus",-12.568591,131.071213
"Pardalotus striatus",-36.7854,144.3851
"Pardalotus striatus",-34.588122,147.319093
"Pardalotus striatus",-34.981865,138.673577
"Pardalotus striatus",-34.281829,142.101302
"Pardalotus striatus",-34.041828,142.109628
"Pardalotus striatus",-28.968043,153.406491
"Pardalotus striatus",-37.3571,145.9957
"Pardalotus striatus",-15.84859,129.11822
"Pardalotus striatus",-35.300024,149.111707
"Pardalotus striatus",-33.897698,148.002735
"Pardalotus striatus",-37.6391,144.522
"Pardalotus striatus",-27.356741,152.559406
"Pardalotus striatus",-34.041828,142.109628
"Pardalotus striatus",-32.705483,115.713651
"Pardalotus striatus",-37.5317,146.2005
"Pardalotus striatus",-37.99,145.1274
"Pardalotus striatus",-34.915201,138.918022
"Pardalotus striatus",-31.28014,138.58185
"Pardalotus striatus",-34.89952,138.59537
"Pardalotus striatus",-37.952401,144.423394
"Pardalotus striatus",-34.915201,138.918022
"Pardalotus striatus",-34.281829,142.101302
"Pardalotus striatus",-37.4594,146.0486
"Pardalotus striatus",-36.898493,144.28463
"Pardalotus striatus",-34.915201,138.918022
"Pardalotus striatus",-13.57858,132.57118
"Pardalotus striatus",-35.16363,149.39883
"Pardalotus striatus",-33.981782,147.151225
"Pardalotus striatus",-37.6037,145.2085
"Pardalotus striatus",-29.738971,152.92608
"Pardalotus striatus",-34.915201,138.918022
"Pardalotus striatus",-16.271218,136.0808
"Pardalotus striatus",-36.7828,144.3863
"Pardalotus striatus",-34.915201,138.918022
"Pardalotus striatus",-22.256667,150.145278
"Pardalotus striatus",-27.441017,152.921315
"Pardalotus striatus",-37.6804,145.1522
"Pardalotus striatus",-34.281829,142.101302
"Pardalotus striatus",-34.915201,138.918022
"Pardalotus striatus",-13.71858,132.63118
"Pardalotus striatus",-13.71858,132.63118
"Pardalotus striatus",-34.915201,138.918022
"Pardalotus striatus",-12.368593,130.901213
"Pardalotus striatus",-34.998534,138.751356
"Pardalotus striatus",-33.897698,148.002735
"Pardalotus striatus",-35.16363,149.39883
"Pardalotus striatus",-12.398592,130.931213
"Pardalotus striatus",-34.92116,138.613
"Pardalotus striatus",-19.0333,138.9667
"Pardalotus striatus",-34.915201,138.918022
"Pardalotus striatus",-37.1235,141.4596
"Pardalotus striatus",-27.566389,152.202222
"Pardalotus striatus",-36.898493,144.28463
"Pardalotus striatus",-12.568591,131.071213
"Pardalotus striatus",-13.52858,132.59118
"Pardalotus striatus",-13.91858,132.88119
"Pardalotus striatus",-37.5422,145.2495
"Pardalotus striatus",-34.915201,138.918022
"Pardalotus striatus",-34.915201,138.918022
"Pardalotus striatus",-30.211339,153.141351
"Pardalotus striatus",-34.58636,139.01294
"Pardalotus striatus",-30.211339,153.141351
"Pardalotus striatus",-13.52858,132.57118
"Pardalotus striatus",-37.431815,145.434623
"Pardalotus striatus",-32.28775,148.563058
"Pardalotus striatus",-13.61858,132.60118
"Pardalotus striatus",-34.915201,138.918022
"Pardalotus striatus",-12.568591,131.071213
"Pardalotus striatus",-13.71858,132.63118
"Pardalotus striatus",-34.93517,138.70634
"Pardalotus striatus",-13.6972,143.5
"Pardalotus striatus",-34.998534,138.751356
"Pardalotus striatus",-36.809601,144.345739
"Pardalotus striatus",-28.52277,129.69807
